player_id,birth_year,birth_month,birth_day,birth_country,birth_state,name_first,name_last,weight,height,bats,throws,debut,debut_year,debut_ages,final_game,retired_year,retro_id,bbref_id,career_year,career_def
troncra01,1983,2,16,D.R.,Peravia,Ramon,Troncoso,215,74,R,R,2008/4/1,2008,25,2013/9/29,,tronr001,troncra01,5.5,s
nixja01,1982,8,26,USA,TX,Jayson,Nix,195,71,R,R,2008/4/1,2008,26,2014/9/28,,nix-j001,nixja01,6.5,m
kobayma01,1974,5,24,Japan,Yamanashi,Masahide,Kobayashi,195,72,R,R,2008/4/2,2008,34,2009/5/7,,kobam001,kobayma01,1.1,s
romeral01,1983,9,9,Venezuela,Zulia,Alex,Romero,198,72,L,R,2008/4/2,2008,25,2009/10/3,,romea001,romeral01,1.5,s
meekev01,1983,5,12,USA,WA,Evan,Meek,215,72,R,R,2008/4/2,2008,25,2014/9/25,,meeke001,meekev01,6.48,m
holmst01,1979,10,21,USA,CA,Steve,Holm,205,72,R,R,2008/4/4,2008,29,2011/4/30,,holms002,holmst01,3.07,s
kurodhi01,1975,2,10,Japan,Osaka,Hiroki,Kuroda,205,73,R,R,2008/4/4,2008,33,2014/9/25,,kuroh001,kurodhi01,6.48,m
yabutya01,1973,6,19,Japan,Osaka,Yasuhiko,Yabuta,190,74,R,R,2008/4/5,2008,35,2009/10/4,,yabuy001,yabutya01,1.5,s
wellsra01,1982,8,28,USA,IL,Randy,Wells,230,77,R,R,2008/4/5,2008,26,2012/6/26,,wellr001,wellsra01,4.23,s
johnsel02,1984,3,9,USA,AZ,Elliot,Johnson,190,73,B,R,2008/4/5,2008,24,2014/5/2,,johne002,johnsel02,6.08,m
bixlebr01,1982,10,22,USA,OH,Brian,Bixler,195,73,R,R,2008/4/6,2008,26,2012/7/28,,bixlb001,bixlebr01,4.31,s
smithgr02,1983,12,22,USA,LA,Greg,Smith,190,73,L,L,2008/4/9,2008,25,2010/5/19,,smitg002,smithgr02,2.11,s
carlsje01,1980,12,31,USA,CT,Jesse,Carlson,160,72,L,L,2008/4/10,2008,28,2010/10/3,,carlj001,carlsje01,2.48,s
